Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2015-0450-IND,2015,0450,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,India,IND,Southern Asia,Asia,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,,,,,,,,Kph,,,,,2015,9,6,2015,9,6,32,,,,,,,,92.70882199
2015-0600-IND,2015,0600,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,India,IND,Southern Asia,Asia,Andhra Pradesh province,,,,,,,,,Kph,,,,,2015,5,19,2015,5,19,23,,,,,,,,92.70882199
2015-0604-IND,2015,0604,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,India,IND,Southern Asia,Asia,Maharashtra province,,,,,,,,,Kph,,,,,2015,10,3,2015,10,4,29,,,,,,,,92.70882199
2015-0144-IND,2015,0144,Natural,Geophysical,Earthquake,Ground movement,,,Kill,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,78,560,,,560,,,,92.70882199
2015-0175-IND,2015,0175,Natural,Geophysical,Earthquake,Ground movement,,,Kill,India,IND,Southern Asia,Asia,Bihar province,,,,,,,,7,Richter,27.8087,86.0655,12:35,,2015,5,12,2015,5,12,20,,,,,,,,92.70882199
2015-0476-IND,2015,0476,Natural,Geophysical,Earthquake,Ground movement,,,Kill,India,IND,Southern Asia,Asia,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,,,,,,,8,Richter,36.5244,70.3676,13:39,,2015,10,26,2015,10,26,,10,,,10,,,,92.70882199
2015-0207-IND,2015,0207,Natural,Hydrological,Flood,Flash flood,,,Affected,India,IND,Southern Asia,Asia,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",Torrential rain,,,,,,,14179,Km2,10.7121,79.18,,,2015,5,17,2015,5,21,8,,200,,200,,,,92.70882199
2015-0249-IND,2015,0249,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",Monsoon rains,,,,,,,43782,Km2,21.8734,70.76,,,2015,6,19,2015,6,20,81,,9000,,9000,,,604000,92.70882199
2015-0226-IND,2015,0226,Natural,Hydrological,Landslide,Landslide,,,Kill,India,IND,Southern Asia,Asia,"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province)",Seosnal monsoon,,,,,,,,,26.9195,93.87,,Bhrahmaputra river,2015,6,2,2015,6,29,3,,9000,,9000,,,,92.70882199
2015-0189-IND,2015,0189,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,India,IND,Southern Asia,Asia,"Delhi, Andhra Pradesh, Orissa provinces",,,,,,,,48,°C,,,,,2015,5,20,2015,5,31,2248,,,,,,,,92.70882199
2015-9618-IND,2015,9618,Natural,Climatological,Drought,Drought,,,Affected,India,IND,Southern Asia,Asia,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",Erratic rainfall,,,,,,,,Km2,,,,,2015,1,,2016,12,,,,330000000,,330000000,,400000,3000000,92.70882199
2015-0374-IND,2015,0374,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,Assam province,Monsoonal rain,,,,,,,69190,Km2,26.8946,93.75,,Brahmaputra river,2015,8,13,2015,8,19,5,,18000,,18000,,,,92.70882199
2015-0406-IND,2015,0406,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)",Hearvy rain,,,,,,,,Km2,,,,,2015,8,28,2015,8,30,18,,736000,51000,787000,,,,92.70882199
2015-0504-IND,2015,0504,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',,,,,Yes,,93202,Km2,118.278,788.55,,,2015,11,8,2015,12,4,325,1000,1800000,,1801000,,755000,2200000,92.70882199
2015-0088-IRN,2015,0088,Natural,Hydrological,Flood,Flash flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bandar-e Abbas district (Hormozgan province),Torrential rains,,,,,,,,Km2,,,,,2015,3,10,2015,3,11,3,,,2000,2000,,,60000,92.70882199
2015-0258-IRN,2015,0258,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tehran, Mazandaran, Ghazvin, Khorasan, Kordestan, Kerman, Semnan, Zanjan, West Azarbayejan provinces",Severe thunderstorms,,,,,,,776608,Km2,33.6304,54.04,,,2015,7,14,2015,7,21,23,30,4000,,4030,,,,92.70882199
2015-0499-IRN,2015,0499,Natural,Hydrological,Flood,Flash flood,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tudan district (Hormozgan province), Fars, Kerman provinces",,,,,,,,,Km2,,,,,2015,11,12,2015,11,12,9,,17700,,17700,,,516000,92.70882199
2015-0438-IRN,2015,0438,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Pakdasht district (Tehran province), Hormozgan province",,,,,,,,,Km2,,,,,2015,9,18,2015,9,18,14,,,,,,,,92.70882199
2015-0485-IRQ,2015,0485,Natural,Hydrological,Flood,Flash flood,,,Kill,Iraq,IRQ,Western Asia,Asia,"Baghdad, Wassit provinces",,,,,,,,,Km2,,,,,2015,10,28,2015,10,30,58,,65000,,65000,,,,92.70882199
2015-0481-IRQ,2015,0481,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Affected,Iraq,IRQ,Western Asia,Asia,"Najaf, Diwaniya, Baghdad, Babylon, Baghdad, Basrah, Diwaniya, Erbil, Kerbala, Missan, Muthana, Najaf, Salah al-Din, Sulaymaniyah, Thigar and Wassit",,,,,No,No,,,Vaccinated,,,,,2015,9,15,2015,10,31,,2217,,,2217,,,,92.70882199
2015-0427-ISR,2015,0427,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Affected,Israel,ISR,Western Asia,Asia,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces",,,,,,,,,Kph,,,,,2015,9,8,2015,9,10,,200,,,200,,,,92.70882199
2015-0532-ITA,2015,0532,Natural,Hydrological,Flood,Flash flood,,,Waiting,Italy,ITA,Southern Europe,Europe,"Reggio Calabria, Catanzaro districts (Calabria province); Messina, Catania districts (Sicilia province)",,,,,,,,,Km2,,,,,2015,11,1,2015,11,13,2,,,,,,,,92.70882199
2015-0598-ITA,2015,0598,Natural,Hydrological,Flood,Flash flood,,,Affected,Italy,ITA,Southern Europe,Europe,"Corigiano Calabro, Rossano Calabro (Cosenza province, Calabria)",Heavy rains,,,,,Yes,,,Km2,,,,,2015,8,11,2015,8,12,,,500,,500,,,111000,92.70882199
2015-0176-JPN,2015,0176,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Noul (Dodong),Affected,Japan,JPN,Eastern Asia,Asia,"Amagityoo, Isentyoo, Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Tokunosimatyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province",,,,,,,,180,Kph,,,,,2015,5,12,2015,5,12,,6,39,,45,,,23200,92.70882199
2015-0371-JPN,2015,0371,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Goni (Ineng),Kill,Japan,JPN,Eastern Asia,Asia,Kumamoto province,,,,,,,,198,Kph,,,,,2015,8,25,2015,8,25,,70,,,70,,,,92.70882199
2015-0458-JPN,2015,0458,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Dujuan,Affected,Japan,JPN,Eastern Asia,Asia,Okinawa province,,,,,,,,,Kph,,,,,2015,9,28,2015,9,28,,,,,,,,,92.70882199
2015-0575-JPN,2015,0575,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Japan,JPN,Eastern Asia,Asia,"Oosaka province, Tokyo, Saitama",,,,,,,,,°C,,,,,2015,8,3,2015,8,9,32,11187,,,11187,,,,92.70882199
2015-0610-JPN,2015,0610,Natural,Meteorological,Extreme temperature,Heat wave,,,Affected,Japan,JPN,Eastern Asia,Asia,Entire country,,,,,,,,,°C,,,,,2015,5,11,2015,5,,2,480,,,480,,,,92.70882199
2015-0611-JPN,2015,0611,Natural,Meteorological,Extreme temperature,Heat wave,,,Affected,Japan,JPN,Eastern Asia,Asia,"Funabashi (Chiba Prefecture), Isesaki City, Tatebayashi (Gunma Prefecture), Tokyo, Iwate, Yagamata",,,,,,,,,°C,,,,,2015,7,12,2015,7,15,5,3200,,,3200,,,,92.70882199
2015-0154-KAZ,2015,0154,Natural,Hydrological,Flood,Flash flood,,,Affected,Kazakhstan,KAZ,Central Asia,Asia,"Temirtaou city (Bukhar-Zhyrau district, Karagandinskaya province), Karkaraly, Shet, Abay district (Karagandinskaya province), Akmolinskaya, Pavlodarskaya provinces","Sudden rise of temperature, snow melt",,,,,Yes,,,Km2,,,,,2015,4,8,2015,4,12,2,,12670,,12670,,,5300,92.70882199
2015-0158-KEN,2015,0158,Natural,Hydrological,Flood,Flash flood,,,Kill,Kenya,KEN,Eastern Africa,Africa,Homa Bay district (Nyanza province),Torrential rain,,,,,,,,Km2,,,,,2015,4,4,2015,4,10,13,,1500,,1500,,,,92.70882199
2015-0159-KEN,2015,0159,Natural,Hydrological,Flood,Riverine flood,,,Kill,Kenya,KEN,Eastern Africa,Africa,"Narok district (Rift Valley province), Kisumu, Central Kisii, Homa Bay districts (Nyanza province), Nairobi district (Nairobi province)",Heavy rains,,,,,,,20432,Km2,-0.795,36.25,,,2015,4,27,2015,5,2,13,,3000,,3000,,,,92.70882199
2015-0564-KEN,2015,0564,Natural,Hydrological,Flood,Riverine flood,,,Kill,Kenya,KEN,Eastern Africa,Africa,"Mt Elgon, Busia, Bungoma districts (Western province), Kirinyaga district (Central province), Kisumu district (Nyanza province), Tana River district (Coast province), Marsabit, Isiolo, Machakos districts (Eastern province), Mandera, Wajir districts (North Eastern province), Narok, Nandi North, Nandi South, Trans Nzoia districts (Rift Valley province)",Heavy rains,,,,,,,103770,Km2,-203.643,395.13,,"Garissa, Tana, Nyando, Kilifi, Nzoia rivers",2015,12,1,2016,1,6,112,73,240726,,240799,,,,92.70882199
2015-0512-KGZ,2015,0512,Natural,Geophysical,Earthquake,Ground movement,,,--,Kyrgyzstan,KGZ,Central Asia,Asia,"Chong-Alay, Alay, Kara-Suu, Kara-Kulja, Aravan districts (Osh province)",,,,,,,,6,Richter,40.376,73.204,23.29,,2015,11,17,2015,11,17,,,11490,5290,16780,,,12000,92.70882199
2015-0409-KOR,2015,0409,Natural,Biological,Epidemic,Viral disease,,MERS-CoV,Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,,,,,,No,No,,,Vaccinated,,,,,2015,5,,2015,6,,36,185,,,185,,,,92.70882199
2015-0324-LAO,2015,0324,Natural,Hydrological,Flood,,,,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Houaphan, Bolikhamxai, Khammouan, Louang-Namtha provinces",Continuous rains,,,,,,,,Km2,,,,Mekong river,2015,8,1,2015,8,15,,,47800,,47800,,,10000,92.70882199
2015-0427-LBN,2015,0427,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Affected,Lebanon,LBN,Western Asia,Asia,"Baalbeck, Temnine towns (Baalbeck district, Bekaa province)",,,,,,,,,Kph,,,,,2015,9,8,2015,9,8,3,750,,,750,,,,92.70882199
2015-0002-LBN,2015,0002,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Huda,Affected,Lebanon,LBN,Western Asia,Asia,"Saida, Sour districts (South province), Tripoli, Akkar districts (North province)",,,,,,,,110,Kph,,,,,2015,1,6,2015,1,10,2,,1000000,,1000000,,,,92.70882199
2015-0391-LBN,2015,0391,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,Lebanon,LBN,Western Asia,Asia,"Beirut, Bekaa, Mount Lebanon, Nabatiye, North, South provinces",,,,,,,,,Kph,,,,,2015,2,10,2015,2,17,,,942,,942,,,,92.70882199
2015-0530-LKA,2015,0530,Natural,Hydrological,Flood,Flash flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Trincomalee, Ampara districts (Eastern province), Jaffna, Mullattivu, Kilinochchi districts (Northern province), Puttalam district (North Western province), Gampaha district (Western province), Moneragala district (Uva province)",Heavy rains,,,,,,,,Km2,,,,,2015,11,15,2015,12,4,2,,20000,,20000,,,,92.70882199
2015-0057-MDG,2015,0057,Natural,Hydrological,Flood,Flash flood,,,Kill,Madagascar,MDG,Eastern Africa,Africa,"Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI, Antananarivo Atsimondrano, Antananarivo Avaradrano districts (Analamanga province)",Torrential rains,,,,,,,,Km2,,,,"Ikopa, Sisaony, Mamba",2015,2,27,2015,2,27,26,,,24000,24000,,,,92.70882199
2015-0074-MDG,2015,0074,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Fundi',Affected,Madagascar,MDG,Eastern Africa,Africa,"Androy, Anosy, Atsimo Andrefana, Menabe provinces",,,,,,,,,Kph,,,,,2015,2,7,2015,2,8,6,,,8430,8430,,,10000,92.70882199
2015-0187-MEX,2015,0187,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,Mexico,MEX,Central America,Americas,Acuna district (Coahuila province),,,,,,,,200,Kph,,,,,2015,5,25,2015,5,26,14,229,1350,741,2320,,,,92.70882199
2015-0382-MEX,2015,0382,Natural,Hydrological,Flood,Riverine flood,,,Affected,Mexico,MEX,Central America,Americas,"Manzanillo district (Colima province), Cihuatlan district (Jalisco province), Morelia, Zamora, Apatzingán districts (Michoacan province), Guerrero province",Heavy rain,,,,,,,60979,Km2,19.4811,-103.43,,,2015,3,13,2015,3,23,,,3000,,3000,,,,92.70882199
2015-9496-MHL,2015,9496,Natural,Climatological,Drought,Drought,,,Affected,Marshall Islands (the),MHL,Micronesia,Oceania,,"El NIno, low precipitation",,,,,Yes,,,Km2,,,,,2015,,,2016,5,,,,21000,,21000,,,4900,92.70882199
2015-0023-MKD,2015,0023,Natural,Hydrological,Flood,Riverine flood,,,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Konce, Radovis districts (Radovis province), Cesinovo, Oblesevo districts (Kocani province); Stip, Karbinci districts (Stip province), Mogila, Novaci, Bitola districts (Bitola province), Kumanovo district (Kumanovo province), Strumica, Bosilevo districts (Strumica province), Prilep, Krivogashtani districts (Prilep province); Kicevo district (Kicevo province), Sveti Nikole district (Sveti Nikole province), Gazi Baba district (Skopje province), Gostivar district (Gostivar province), Ohrid district (Ohrid province), Struga district (Struga province), Resen district (Resen province)",Heavy rains,,,,,,,,Km2,,,,,2015,1,31,2015,2,3,,,100000,,100000,,,,92.70882199
2015-0337-MLI,2015,0337,Natural,Hydrological,Flood,,,,Affected,Mali,MLI,Western Africa,Africa,Menaka district (Gao province),Heavy rains,,,,,,,,Km2,,,,,2015,8,8,2015,8,9,5,,2000,,2000,,,,92.70882199
2015-0118-MMR,2015,0118,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Chin, Kachin, Sagaing, Shan (N) provinces",,,,,,,,,Kph,,,,,2015,4,4,2015,4,5,3,,,,,,,,92.70882199
2015-0492-MMR,2015,0492,Natural,Hydrological,Flood,Flash flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Kalewa area (Kale district, Sagaing province)",,,,,,,,,Km2,,,,,2015,10,8,2015,10,8,16,,,,,,,,92.70882199
2015-0449-MMR,2015,0449,Natural,Hydrological,Landslide,Landslide,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Tonzang village (Falam district, Chin state)",,,,,,,,,,,,,,2015,10,9,2015,10,9,21,,,900,900,,,,92.70882199
2015-0455-MMR,2015,0455,Natural,Hydrological,Landslide,Landslide,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Hpasawng village (Bawlake district, Kayar province)",Heavy rains,,,,,,,,,,,,,2015,10,11,2015,10,11,17,,,300,300,,,,92.70882199
2015-0011-MOZ,2015,0011,Natural,Hydrological,Flood,Riverine flood,,,Kill,Mozambique,MOZ,Eastern Africa,Africa,"Zambezia, Nampula, Maputo, Gaza, Cabo Delgado provinces",Torrential rains,,,Yes,,Yes,,,Km2,,,,Licungo river,2015,1,1,2015,2,9,160,,177645,,177645,,,,92.70882199
2015-0368-NER,2015,0368,Natural,Hydrological,Flood,Riverine flood,,,Affected,Niger (the),NER,Western Africa,Africa,"Agadez, Dosso, Maradi, Niamey, Tahoua, Tillaberi, Zinder provinces",Heavy rains,,,,,,,,Km2,14.8417,2.5,,686734.8,2015,7,25,2015,10,,27,,87037,,87037,,,,92.70882199
2015-0200-NER,2015,0200,Natural,Biological,Epidemic,Viral disease,,Measles,Affected,Niger (the),NER,Western Africa,Africa,"Agadez, Maradi, Zinder",,,,,,,,,Vaccinated,,,,,2015,4,,2015,4,,6,3370,,,3370,,,,92.70882199
2015-0448-NGA,2015,0448,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nigeria,NGA,Western Africa,Africa,"Kano, Katsina, Sokoto, Kebbi, Zamfara, Kaduna, Jigawa, Adamawa, Yobe, Gombe, Bauchi, Anambra, Benue, Delta, Niger, Ondo, Taraba provinces",,,,,,,,186816,Km2,995.267,115.28,,,2015,9,5,2015,9,24,53,,100420,,100420,,,25000,92.70882199
2015-0225-NGA,2015,0225,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Nigeria,NGA,Western Africa,Africa,"Anambra, Kano, Rivers, Ebonyi states",,,,,No,No,,,Vaccinated,,,,,2015,1,,2015,4,,97,,2108,,2108,,,,92.70882199
2015-0446-NIC,2015,0446,Natural,Hydrological,Flood,Riverine flood,,,Affected,Nicaragua,NIC,Central America,Americas,Chinandega province,Raini season,,,,,,,,Km2,,,,,2015,9,22,2015,9,29,2,,3750,,3750,,,,92.70882199
2015-0306-NPL,2015,0306,Natural,Hydrological,Landslide,Landslide,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kaski area (Gandaki district, Western province), Myagdi area (Dhawalagiri district, Western province), Chitwan area (Narayani district, Central province), Taplejung area (Mechi district, Eastern province)",Heavy rains,,,,,,,,,,,,,2015,7,29,2015,8,,29,18,,,18,,,,92.70882199
2015-0256-NZL,2015,0256,Natural,Hydrological,Flood,Riverine flood,,,Affected,New Zealand,NZL,Australia and New Zealand,Oceania,"Horowhenua, Manawatu, Rangitikei, Whanganui areas (Wanganui-manawatu province), Taranaki province",Heavy rains,,,,,,,8949,Km2,-39.8648,175.23,,,2015,6,22,2015,6,29,,,400,,400,,,171000,92.70882199
2015-0206-NZL,2015,0206,Natural,Hydrological,Flood,,,,Affected,New Zealand,NZL,Australia and New Zealand,Oceania,Wellington province,Heavy rains,,,,,,,7484,Km2,-41.092,175.35,,,2015,5,13,2015,5,21,1,,100,,100,,,100000,92.70882199
2015-0476-PAK,2015,0476,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Islamabad District district (Islamabad province), Chakwal District, Gujranwala District, Jhang District, Jhelum District, Kasur District, Mianwali District, Multan District, Muzaffargarh District, Narowal District, Rawalpindi District, Sahiwal District, Sargodha District, Sheikhupura District districts (Punjab province), Azad area (Jammu and Kashmir province), North-West Frontier province",,,,,,,,8,Richter,36.5244,70.3676,14:09,,2015,10,25,2015,10,25,280,1745,366945,133900,502590,,,,92.70882199
2015-0571-PAK,2015,0571,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Pakistan,PAK,Southern Asia,Asia,Khyber Agency district (Federally Administrered Tribal Areas province),,,,,,,,6,Richter,36.4935,71.1263,,,2015,12,25,2015,12,25,3,85,,,85,,,,92.70882199
2015-0454-PAK,2015,0454,Natural,Geophysical,Mass movement (dry),Rockfall,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Gulistane Jauhar area (Karachi East District district, Sindh province)",,,,,,,,,,,,,,2015,10,13,2015,10,13,13,,,,,,,,92.70882199
2015-0215-PAK,2015,0215,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Khuzdar district (Balochistan province),Torrential rains,,,,,,,,Km2,,,,,2015,6,4,2015,6,5,20,,,,,,,,92.70882199
2015-0124-PAK,2015,0124,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Federally Administered Tribal Areas, North-West Frontier, Punjab provinces",,,,,,,,,Km2,,,,,2015,2,24,2015,3,3,32,,,,,,,,92.70882199
2015-0333-PAK,2015,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Rawalpindi District (Punjab province), Islamabad District (Islamabad province), Jammu and Kashmir provinces",,,,,,,,,Km2,,,,,2015,7,7,2015,7,13,18,,,,,,,,92.70882199
2015-0232-PAK,2015,0232,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Sindh, Punjab provinces",,,,,,Yes,,45,°C,,,,,2015,6,18,2015,6,24,1229,,80000,,80000,,,,92.70882199
2015-0288-PAK,2015,0288,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,North-West Frontier province,Torrential rain,,,,,,,73485,Km2,35.0129,72.84,,,2015,6,25,2015,6,29,10,,,,,,,,92.70882199
2015-0291-PAK,2015,0291,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Punjab, Jammu and Kashmir, North-West Frontier, Balochistan, Sindh provinces",Torrential rain,,,,,,,137040,Km2,34.3432,72.27,,,2015,7,15,2015,8,19,238,232,1572191,,1572423,,,,92.70882199
2015-0446-PAN,2015,0446,Natural,Hydrological,Flood,Riverine flood,,,Affected,Panama,PAN,Central America,Americas,"Panama district (Panama province), Santiago district (Veraguas province)",,,,,,,,,Km2,,,,,2015,9,22,2015,9,29,,,3500,,3500,,,,92.70882199
2015-9353-PAN,2015,9353,Natural,Climatological,Drought,Drought,,,Affected,Panama,PAN,Central America,Americas,"Coclé, Colón, Kuna Yala, Herrera, Los Santos, Panamá, Bocas del Toro, Chiriquí, Darién, Emberá, Ngöbe Buglé, Veraguas provinces",El Nino,,,,,Yes,,,Km2,,,,,2015,8,,2015,8,,,,,,,,,,92.70882199
2016-0117-ECU,2016,0117,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Ecuador,ECU,South America,Americas,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",,,Yes,,8,Richter,0.382,-79.92,18:58,,2016,4,16,2016,4,16,672,6274,383090,,389364,3344000,560000,2000000,93.87843648
2016-0395-NZL,2016,0395,Natural,Geophysical,Earthquake,Tsunami,,,SigDam,New Zealand,NZL,Australia and New Zealand,Oceania,"Culverden, Kaikoura (Canterbury province), Wellington province",,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",,,,,8,Richter,-42.725,173.064,00:02,,2016,11,14,2016,11,14,2,50,,,50,,2100000,3900000,93.87843648
2016-0361-KOR,2016,0361,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chaba (Chyba?),Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,"Busan city (Pusan province), Ulsan city (Kyongsangnam-do province), Cheju-do province (Jeju island), Chollanam-do province, Gyeongju city (Kyongsangbuk-do province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2016,10,5,2016,10,12,9,,1500,,1500,,,126000,93.87843648
2016-0336-NGA,2016,0336,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,Nigeria,NGA,Western Africa,Africa,"Akwa Ibom, Bauchi, Benue, Borno, Cross River, Delta, Kaduna, Kwara, nawarawa, Yobe, Zamfara states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2016,8,14,2016,9,7,28,,1000,,1000,,,,93.87843648
